SEMGREP_FINDINGS=15
SEMGREP_ERRORS=4
SEMGREP_11	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/internal/fingerprint/pool.go	line=7-7	rule=go.lang.security.audit.crypto.math_random.math-random-used	severity=WARNING	message=Do not use `math/rand`. Use `crypto/rand` instead.	code=requires login
SEMGREP_12	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/internal/humanize/keyboard.go	line=5-5	rule=go.lang.security.audit.crypto.math_random.math-random-used	severity=WARNING	message=Do not use `math/rand`. Use `crypto/rand` instead.	code=requires login
SEMGREP_13	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/internal/humanize/math.go	line=5-5	rule=go.lang.security.audit.crypto.math_random.math-random-used	severity=WARNING	message=Do not use `math/rand`. Use `crypto/rand` instead.	code=requires login
SEMGREP_14	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/internal/humanize/mouse.go	line=4-4	rule=go.lang.security.audit.crypto.math_random.math-random-used	severity=WARNING	message=Do not use `math/rand`. Use `crypto/rand` instead.	code=requires login
SEMGREP_15	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/internal/runtime/qualification.go	line=85-85	rule=go.lang.security.audit.dangerous-exec-command.dangerous-exec-command	severity=ERROR	message=Detected non-static command inside Command. Audit the input to 'exec.Command'. If unverified user data can reach this call site, this is a code injection vulnerability. A malicious actor can inject a malicious script to execute arbitrary code.	code=requires login
SEMGREP_ERROR_1	severity=warn	message=Syntax error at line /home/ubuntu/forgelocal-final-environment-closure/source-only/validation_systemvault_native.json:1:
 `.` was unexpected	path=/home/ubuntu/forgelocal-final-environment-closure/source-only/validation_systemvault_native.json	line=None
SEMGREP_ERROR_2	severity=warn	message=Syntax error at line /home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/check-browseforge-chromium-assets.sh:38:
 `<` was unexpected	path=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/check-browseforge-chromium-assets.sh	line=None
SEMGREP_ERROR_3	severity=warn	message=Syntax error at line /home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/sign-release-manifest.sh:6:
 `<` was unexpected	path=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/sign-release-manifest.sh	line=None
SEMGREP_ERROR_4	severity=warn	message=Syntax error at line /home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/verify-release-manifest.sh:5:
 `<` was unexpected	path=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/verify-release-manifest.sh	line=None
SHELLCHECK_FINDINGS=26
SHELLCHECK_1	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/validate-bootstrap-ro-01.sh	line=96	column=1	code=SC2129	level=style	message=Consider using { cmd1; cmd2; } >> file instead of individual redirects.
SHELLCHECK_2	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/test-bootstrap-ro-playwright.sh	line=5	column=1	code=SC2034	level=warning	message=ROOT appears unused. Verify use (or export if used externally).
SHELLCHECK_3	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/start.sh	line=19	column=1	code=SC2034	level=warning	message=i appears unused. Verify use (or export if used externally).
SHELLCHECK_4	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/run_t19rr_harness_evidence.sh	line=117	column=1	code=SC2129	level=style	message=Consider using { cmd1; cmd2; } >> file instead of individual redirects.
SHELLCHECK_5	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/run-systemvault-native-gate.sh	line=29	column=20	code=SC1091	level=info	message=Not following: /etc/os-release was not specified as input (see shellcheck -x).
SHELLCHECK_6	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/run-systemvault-native-gate.sh	line=30	column=28	code=SC1091	level=info	message=Not following: /etc/os-release was not specified as input (see shellcheck -x).
SHELLCHECK_7	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/release-preflight.sh	line=112	column=22	code=SC2086	level=info	message=Double quote to prevent globbing and word splitting.
SHELLCHECK_8	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/collect-t07-r-evidence.sh	line=103	column=26	code=SC2094	level=info	message=Make sure not to read and write the same file in the same pipeline.
SHELLCHECK_9	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/collect-t07-r-evidence.sh	line=103	column=91	code=SC2094	level=info	message=Make sure not to read and write the same file in the same pipeline.
SHELLCHECK_10	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/collect-t07-r-evidence.sh	line=128	column=26	code=SC2094	level=info	message=Make sure not to read and write the same file in the same pipeline.
SHELLCHECK_11	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/collect-t07-r-evidence.sh	line=128	column=91	code=SC2094	level=info	message=Make sure not to read and write the same file in the same pipeline.
SHELLCHECK_12	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/collect-t07-evidence.sh	line=33	column=1	code=SC2129	level=style	message=Consider using { cmd1; cmd2; } >> file instead of individual redirects.
SHELLCHECK_13	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/collect-t07-evidence.sh	line=49	column=1	code=SC2129	level=style	message=Consider using { cmd1; cmd2; } >> file instead of individual redirects.
SHELLCHECK_14	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/collect-t07-evidence.sh	line=127	column=26	code=SC2094	level=info	message=Make sure not to read and write the same file in the same pipeline.
SHELLCHECK_15	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/collect-t07-evidence.sh	line=127	column=91	code=SC2094	level=info	message=Make sure not to read and write the same file in the same pipeline.
SHELLCHECK_16	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/collect-t07-evidence.sh	line=152	column=26	code=SC2094	level=info	message=Make sure not to read and write the same file in the same pipeline.
SHELLCHECK_17	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/collect-t07-evidence.sh	line=152	column=91	code=SC2094	level=info	message=Make sure not to read and write the same file in the same pipeline.
SHELLCHECK_18	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/collect-t06-evidence.sh	line=39	column=26	code=SC2015	level=info	message=Note that A && B || C is not if-then-else. C may run when A is true.
SHELLCHECK_19	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/collect-t06-evidence.sh	line=47	column=13	code=SC2066	level=error	message=Since you double quoted this, it will not word split, and the loop will only run once.
SHELLCHECK_20	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/collect-bootstrap-ro-evidence.sh	line=42	column=21	code=SC2015	level=info	message=Note that A && B || C is not if-then-else. C may run when A is true.
SHELLCHECK_21	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/collect-bootstrap-ro-evidence.sh	line=45	column=21	code=SC2015	level=info	message=Note that A && B || C is not if-then-else. C may run when A is true.
SHELLCHECK_22	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/collect-bootstrap-ro-evidence.sh	line=53	column=26	code=SC2015	level=info	message=Note that A && B || C is not if-then-else. C may run when A is true.
SHELLCHECK_23	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/build-back01-minimal.sh	line=220	column=26	code=SC2094	level=info	message=Make sure not to read and write the same file in the same pipeline.
SHELLCHECK_24	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/build-back01-minimal.sh	line=220	column=78	code=SC2094	level=info	message=Make sure not to read and write the same file in the same pipeline.
SHELLCHECK_25	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/scripts/browseforge-native-smoke.sh	line=8	column=1	code=SC2034	level=warning	message=PROFILE_NAME appears unused. Verify use (or export if used externally).
SHELLCHECK_26	file=/home/ubuntu/forgelocal-final-environment-closure/source-only/docker/entrypoint.sh	line=93	column=1	code=SC2034	level=warning	message=i appears unused. Verify use (or export if used externally).
